Port/Protocol Combination Counts:

Port       Protocol   Count
31996      udp        2    
50169      udp        2    
56220      tcp        2    
53117      icmp       1    
65331      icmp       1    
816        tcp        2    
18694      tcp        2    
10676      udp        1    
24013      tcp        2    
33800      tcp        1    
34888      udp        1    
58306      icmp       2    
27005      udp        1    
55468      udp        1    
40688      tcp        1    
32538      udp        2    
65293      udp        3    
50214      icmp       1    
45579      udp        1    
50200      tcp        1    
45059      tcp        2    
43345      icmp       1    
29317      tcp        1    
44889      icmp       1    
49324      icmp       1    
31312      udp        2    
13049      udp        2    
9163       icmp       2    
46982      tcp        1    
39093      icmp       1    
3173       tcp        2    
44717      icmp       3    
26544      udp        1    
30132      udp        1    
57509      icmp       3    
2341       tcp        2    
40457      tcp        1    
35917      icmp       2    
7091       tcp        1    
55896      tcp        1    
2136       icmp       2    
21016      tcp        1    
53141      udp        1    
43298      tcp        1    
65216      icmp       1    
50540      icmp       1    
50692      icmp       2    
15067      icmp       2    
47201      tcp        1    
23057      tcp        1    
6967       icmp       2    
19730      tcp        1    
908        tcp        2    
5009       udp        1    
7709       tcp        2    
28245      tcp        1    
1083       tcp        1    
39311      udp        2    
30312      icmp       1    
28480      icmp       1    
55838      tcp        2    
52870      udp        1    
550        tcp        3    
6828       icmp       4    
65451      udp        1    
63338      icmp       1    
37111      udp        2    
22167      udp        1    
46642      tcp        2    
14272      icmp       2    
15458      udp        3    
24511      icmp       2    
13663      icmp       3    
47030      icmp       1    
2258       icmp       2    
13485      icmp       2    
50010      icmp       1    
61428      tcp        1    
14149      icmp       1    
48116      icmp       1    
8062       udp        3    
29655      tcp        1    
39299      icmp       1    
41092      icmp       2    
25203      tcp        1    
44411      udp        1    
61451      icmp       2    
58725      tcp        1    
28267      tcp        1    
2223       tcp        3    
4581       tcp        1    
53068      udp        2    
31066      icmp       2    
50866      udp        1    
19226      tcp        1    
35022      tcp        1    
61149      tcp        2    
1226       icmp       3    
9303       tcp        1    
3305       tcp        1    
44079      udp        2    
34297      tcp        1    
49840      icmp       2    
44320      icmp       1    
10930      tcp        4    
39693      icmp       2    
21442      tcp        2    
57269      udp        1    
650        icmp       2    
11774      icmp       1    
35897      icmp       2    
31938      udp        2    
21606      udp        2    
56885      tcp        1    
59098      tcp        3    
58504      udp        1    
63735      tcp        1    
14943      icmp       1    
62142      tcp        2    
47681      udp        1    
33554      icmp       1    
64057      udp        3    
18949      tcp        2    
44682      tcp        1    
58607      tcp        3    
20891      tcp        3    
32755      tcp        2    
60182      udp        2    
52814      tcp        1    
48085      udp        1    
28327      tcp        1    
62831      icmp       2    
57718      udp        2    
62879      udp        1    
39068      udp        1    
43801      tcp        2    
60173      tcp        1    
1022       icmp       2    
7865       tcp        1    
62564      icmp       1    
38517      udp        2    
52320      udp        1    
6683       udp        2    
8709       icmp       2    
2956       icmp       1    
60166      udp        1    
7077       icmp       1    
57865      udp        2    
63130      icmp       2    
43369      tcp        2    
45193      icmp       1    
49014      icmp       3    
47293      icmp       2    
3331       udp        1    
51819      icmp       1    
37024      udp        1    
47915      udp        2    
29092      udp        1    
54874      tcp        2    
23972      udp        4    
30736      icmp       2    
44991      icmp       1    
18488      icmp       1    
62112      tcp        1    
13254      icmp       2    
63918      tcp        2    
19100      udp        2    
8683       tcp        1    
19602      icmp       1    
39372      icmp       2    
39383      icmp       3    
43441      udp        1    
37520      udp        2    
53409      icmp       1    
14201      tcp        1    
4554       tcp        2    
28296      icmp       2    
64846      tcp        2    
36786      icmp       1    
13456      icmp       3    
31333      udp        1    
10881      udp        1    
19409      icmp       2    
11620      icmp       3    
58307      tcp        1    
42495      icmp       3    
31514      icmp       1    
58006      udp        2    
59547      tcp        2    
12986      icmp       3    
38607      udp        1    
2623       tcp        1    
27709      udp        1    
16195      icmp       2    
16441      icmp       3    
8880       icmp       1    
20625      icmp       1    
22545      icmp       4    
59478      tcp        1    
13003      udp        1    
1706       icmp       1    
4703       icmp       2    
17949      udp        1    
14325      tcp        2    
46221      udp        3    
30763      udp        2    
25526      tcp        2    
39173      udp        2    
46203      tcp        3    
38954      icmp       2    
44659      udp        1    
27556      icmp       4    
1254       udp        1    
34227      tcp        1    
49181      icmp       3    
54637      udp        1    
38507      icmp       3    
7005       udp        1    
13918      udp        1    
50369      icmp       1    
44139      icmp       2    
30344      icmp       2    
28306      tcp        1    
1728       icmp       1    
31468      udp        1    
57553      udp        1    
1234       tcp        1    
765        udp        2    
50434      icmp       1    
22950      tcp        1    
27598      udp        3    
59321      tcp        2    
13264      udp        3    
62813      udp        2    
56257      icmp       1    
26862      udp        1    
64753      tcp        2    
62788      icmp       3    
41322      tcp        1    
39573      udp        3    
15055      icmp       1    
49192      tcp        1    
65315      icmp       2    
8671       icmp       3    
17945      udp        2    
50262      icmp       1    
47778      udp        1    
56151      icmp       1    
12980      tcp        1    
1765       udp        1    
5289       tcp        2    
38316      tcp        1    
24825      icmp       2    
50938      icmp       1    
38780      tcp        2    
29979      tcp        2    
47444      udp        1    
65400      icmp       3    
52494      icmp       2    
48989      udp        3    
60040      udp        1    
39485      udp        1    
43961      udp        2    
46550      tcp        2    
51143      tcp        1    
49830      icmp       1    
47406      icmp       2    
44174      udp        1    
64298      icmp       1    
7158       icmp       1    
32829      tcp        1    
22991      udp        2    
23098      udp        3    
47555      tcp        1    
16971      udp        1    
47557      tcp        1    
14976      icmp       3    
3779       udp        2    
55088      icmp       1    
61530      tcp        3    
16099      tcp        2    
47165      udp        1    
45381      tcp        2    
3389       tcp        2    
283        icmp       2    
43595      tcp        1    
17593      udp        1    
19199      udp        2    
41279      udp        1    
31226      udp        2    
63781      tcp        1    
45284      tcp        1    
10371      tcp        1    
18033      tcp        1    
33359      udp        1    
8536       icmp       2    
58084      icmp       3    
19719      icmp       1    
9909       udp        1    
50925      udp        1    
4002       tcp        1    
13060      udp        2    
6313       udp        2    
16414      udp        1    
22097      tcp        1    
16547      udp        1    
40528      icmp       1    
33329      tcp        1    
25725      udp        1    
2553       udp        1    
15506      icmp       1    
29293      icmp       3    
63420      tcp        2    
48270      icmp       1    
59867      tcp        2    
14071      tcp        1    
48129      tcp        1    
45676      icmp       2    
28822      udp        1    
45035      icmp       2    
23810      tcp        2    
29813      tcp        1    
55091      icmp       1    
18632      tcp        2    
30244      udp        2    
42761      tcp        1    
55204      tcp        1    
2200       udp        2    
41396      icmp       1    
33104      icmp       1    
58144      udp        3    
53719      tcp        1    
53198      icmp       1    
12762      icmp       2    
58919      udp        1    
37172      udp        1    
62155      udp        3    
62         udp        1    
20324      icmp       1    
5241       udp        1    
45415      tcp        1    
5129       icmp       2    
24947      icmp       2    
45299      udp        3    
60270      udp        1    
8484       tcp        2    
50895      tcp        2    
58296      udp        1    
23577      icmp       1    
11378      tcp        2    
52887      udp        2    
16138      udp        1    
35423      tcp        2    
37953      icmp       2    
13064      udp        1    
29646      tcp        1    
37002      udp        1    
6626       tcp        5    
40005      tcp        2    
49941      tcp        2    
24637      icmp       1    
23190      tcp        2    
38394      icmp       2    
56103      udp        2    
16931      udp        1    
55388      udp        1    
12517      tcp        1    
4911       icmp       1    
19084      icmp       1    
52634      udp        1    
30517      icmp       1    
10596      icmp       1    
52338      udp        1    
38054      icmp       1    
9784       udp        2    
9035       tcp        2    
34959      icmp       1    
28609      tcp        2    
24562      icmp       1    
33774      tcp        1    
53205      icmp       1    
60461      udp        2    
22319      icmp       1    
36750      tcp        1    
60549      tcp        1    
30880      udp        1    
60970      udp        1    
64271      icmp       1    
34535      udp        1    
20106      icmp       2    
29799      tcp        1    
35952      tcp        1    
52766      udp        1    
4404       udp        2    
52416      icmp       1    
52076      tcp        1    
36614      udp        3    
18952      udp        2    
56096      udp        1    
56838      udp        2    
54787      icmp       1    
42332      tcp        3    
19188      icmp       1    
48511      udp        3    
26188      icmp       1    
785        icmp       1    
39700      tcp        3    
46975      tcp        3    
54193      udp        1    
8523       icmp       2    
55382      tcp        1    
34115      icmp       1    
20744      icmp       1    
226        udp        2    
63885      udp        1    
61821      icmp       1    
40884      tcp        1    
32315      icmp       1    
36530      udp        1    
34017      icmp       2    
14408      icmp       1    
4689       icmp       1    
54325      udp        1    
20220      tcp        2    
26379      udp        2    
888        icmp       1    
64390      udp        2    
13775      udp        2    
52857      tcp        1    
64175      udp        2    
50225      udp        2    
7510       udp        2    
60397      udp        1    
8651       tcp        1    
27521      icmp       1    
27938      udp        2    
3586       tcp        2    
34513      udp        2    
61565      tcp        1    
42694      icmp       1    
8732       tcp        2    
46448      tcp        1    
6671       udp        1    
5686       udp        1    
40730      tcp        1    
46703      udp        1    
9775       udp        3    
40690      tcp        1    
26307      udp        2    
13982      tcp        3    
19711      udp        1    
50085      tcp        3    
18221      icmp       1    
53278      tcp        2    
44481      udp        1    
45067      tcp        2    
21838      icmp       2    
39654      icmp       1    
13353      icmp       1    
43867      icmp       2    
46702      udp        1    
2959       tcp        1    
12790      tcp        2    
46669      udp        1    
8663       udp        2    
15488      udp        1    
33320      udp        1    
59764      tcp        1    
62604      tcp        2    
9483       icmp       2    
22907      udp        1    
62871      tcp        2    
9816       udp        1    
16816      tcp        1    
20531      udp        2    
31690      tcp        2    
42617      tcp        2    
12364      tcp        1    
44122      tcp        2    
28589      icmp       1    
60903      icmp       1    
5331       udp        2    
53933      icmp       3    
41403      udp        1    
25918      icmp       1    
61547      icmp       1    
60909      icmp       2    
15954      tcp        4    
1751       icmp       1    
22145      icmp       1    
45507      udp        1    
62578      udp        2    
43496      udp        2    
27568      icmp       1    
19129      tcp        1    
37951      icmp       2    
39201      udp        1    
30101      tcp        1    
28000      udp        1    
4550       udp        2    
23248      udp        2    
24997      udp        1    
59440      udp        3    
23051      udp        1    
8518       icmp       1    
27202      tcp        2    
57500      tcp        1    
60617      udp        1    
38166      icmp       1    
26526      icmp       1    
34496      icmp       1    
2039       udp        1    
7382       icmp       2    
28829      tcp        1    
19544      udp        1    
52637      udp        2    
59290      tcp        2    
48446      tcp        1    
5250       tcp        3    
36838      icmp       1    
46050      icmp       1    
50326      tcp        3    
2019       tcp        1    
18693      tcp        2    
27435      tcp        1    
45600      tcp        3    
19463      icmp       1    
19721      tcp        3    
7289       tcp        1    
14846      tcp        1    
45121      tcp        2    
34323      tcp        3    
58701      udp        2    
64711      udp        1    
63845      udp        1    
8581       icmp       3    
57075      tcp        1    
28107      udp        1    
28672      tcp        1    
25220      udp        1    
64236      icmp       1    
37551      tcp        2    
2418       udp        2    
27632      tcp        1    
14830      tcp        1    
41943      tcp        1    
63314      icmp       1    
31413      udp        2    
16379      tcp        2    
344        tcp        1    
27949      icmp       1    
46595      tcp        1    
33345      udp        2    
1256       tcp        3    
28264      udp        3    
47373      udp        3    
47630      tcp        1    
39460      icmp       1    
25490      icmp       2    
11126      tcp        2    
51331      tcp        2    
32042      udp        2    
10956      udp        1    
50769      tcp        2    
5551       icmp       3    
49998      icmp       1    
1352       udp        1    
37802      tcp        2    
5635       tcp        2    
47900      udp        2    
3330       tcp        2    
64286      icmp       2    
35454      udp        1    
30390      udp        1    
37238      udp        2    
54750      icmp       1    
30835      icmp       1    
30148      icmp       1    
26184      udp        2    
42637      tcp        1    
5848       tcp        1    
54834      udp        1    
47712      icmp       3    
59227      tcp        1    
11335      udp        1    
34845      tcp        1    
40851      tcp        2    
45006      icmp       2    
32729      tcp        1    
36109      tcp        1    
1937       icmp       1    
64149      udp        2    
39903      icmp       1    
30204      tcp        2    
15145      tcp        1    
52157      tcp        1    
56947      udp        3    
8341       icmp       1    
64111      tcp        1    
53019      udp        4    
56150      icmp       2    
24009      tcp        3    
29960      udp        2    
5104       icmp       2    
36565      tcp        1    
932        udp        2    
11589      udp        1    
43590      tcp        1    
21265      tcp        4    
1250       tcp        1    
6280       tcp        1    
6327       icmp       1    
39052      tcp        1    
54098      icmp       1    
4929       tcp        1    
6708       tcp        1    
10915      icmp       1    
16637      tcp        1    
58133      udp        1    
9896       tcp        3    
3137       udp        1    
39065      tcp        1    
29989      icmp       3    
17911      icmp       2    
56656      udp        1    
48531      tcp        1    
37947      udp        1    
40251      tcp        2    
7442       tcp        2    
65483      tcp        2    
16914      udp        4    
11036      tcp        1    
24657      udp        1    
38375      tcp        1    
64083      tcp        2    
19350      udp        3    
19741      icmp       1    
31094      tcp        2    
24409      icmp       1    
28355      icmp       4    
17800      udp        1    
52639      icmp       1    
16807      tcp        3    
32781      icmp       1    
37779      udp        1    
58136      icmp       1    
32573      tcp        1    
445        udp        1    
50439      udp        1    
3473       icmp       1    
38725      udp        2    
40624      tcp        1    
21351      icmp       2    
4728       udp        1    
47339      icmp       1    
20171      udp        2    
36658      icmp       1    
32755      udp        1    
47367      udp        1    
27321      icmp       2    
18001      udp        2    
32394      udp        1    
17307      icmp       2    
36286      udp        2    
4390       tcp        2    
22745      tcp        1    
46933      tcp        3    
53432      icmp       1    
19700      udp        2    
65410      icmp       2    
13435      icmp       2    
49161      tcp        2    
991        tcp        1    
28943      udp        1    
42307      udp        1    
28324      tcp        3    
40014      icmp       2    
47585      tcp        1    
32358      tcp        1    
1513       icmp       3    
24892      tcp        1    
55611      udp        2    
57952      udp        1    
34701      tcp        1    
25485      icmp       1    
13298      udp        1    
25529      tcp        2    
7464       tcp        1    
54111      icmp       2    
47314      udp        1    
8816       tcp        3    
15466      icmp       3    
14391      icmp       2    
42912      udp        1    
40438      icmp       1    
43887      udp        1    
62006      icmp       1    
47241      udp        2    
33483      tcp        1    
17553      udp        3    
4226       icmp       2    
21219      icmp       1    
65475      tcp        3    
36862      udp        2    
6681       udp        2    
29827      icmp       1    
61388      udp        1    
39267      icmp       2    
23530      tcp        1    
17910      icmp       1    
4443       tcp        2    
42949      udp        1    
18832      tcp        1    
1066       icmp       2    
33868      tcp        1    
22795      udp        2    
48742      tcp        2    
26475      tcp        1    
30125      udp        1    
7305       icmp       2    
44721      tcp        1    
44015      udp        1    
15217      tcp        2    
15769      udp        1    
33766      tcp        2    
41543      icmp       1    
55018      udp        1    
35374      icmp       1    
56990      icmp       1    
3551       udp        1    
3505       tcp        1    
64820      tcp        1    
19225      tcp        1    
6578       udp        1    
46412      tcp        1    
23675      udp        3    
1315       tcp        3    
21382      udp        1    
24142      udp        3    
11756      tcp        2    
62598      tcp        1    
10443      icmp       1    
45505      tcp        3    
27841      tcp        1    
31253      tcp        1    
52607      tcp        1    
10772      udp        1    
65234      icmp       1    
13021      tcp        1    
35376      icmp       1    
54136      icmp       1    
5163       tcp        1    
19134      icmp       2    
2379       udp        3    
13988      icmp       1    
59275      icmp       1    
58316      tcp        3    
20040      tcp        1    
64657      udp        1    
49375      tcp        2    
24738      icmp       4    
31416      icmp       2    
2572       icmp       2    
29421      udp        2    
20468      udp        1    
53920      icmp       2    
35004      icmp       1    
44637      udp        3    
32590      tcp        1    
47761      udp        2    
56541      udp        1    
35433      udp        2    
64118      icmp       1    
19017      icmp       2    
51434      udp        2    
25088      icmp       1    
1534       tcp        3    
27019      udp        1    
19430      udp        3    
286        tcp        2    
25720      icmp       1    
9660       tcp        2    
24328      tcp        1    
17776      udp        1    
46798      icmp       2    
57731      udp        3    
35262      tcp        3    
20313      icmp       1    
309        tcp        3    
25139      icmp       4    
2989       udp        1    
22220      udp        1    
27742      icmp       3    
17222      tcp        1    
57900      icmp       1    
53160      icmp       1    
28801      udp        1    
56586      udp        2    
48852      icmp       1    
22586      udp        2    
9201       tcp        2    
36634      udp        1    
1255       icmp       2    
49774      udp        1    
54034      tcp        1    
16204      udp        1    
27559      icmp       2    
48940      udp        1    
52928      tcp        2    
51725      icmp       3    
33478      icmp       2    
8498       tcp        2    
32758      udp        2    
24747      tcp        3    
63711      udp        1    
38903      icmp       3    
1351       udp        1    
17146      udp        1    
52723      udp        1    
61024      tcp        2    
23056      udp        2    
54139      tcp        1    
58909      udp        1    
5999       tcp        1    
17025      icmp       1    
47863      icmp       1    
65502      icmp       2    
20248      icmp       1    
64026      icmp       1    
38470      tcp        2    
33380      icmp       1    
63991      icmp       1    
21005      tcp        2    
64378      udp        1    
30545      icmp       2    
42998      udp        2    
8304       icmp       1    
50082      tcp        1    
26803      udp        1    
13827      icmp       1    
34618      tcp        1    
48406      icmp       2    
59116      udp        1    
16316      icmp       1    
5125       icmp       1    
51758      tcp        1    
46205      udp        1    
55946      tcp        2    
52814      udp        2    
37730      icmp       2    
38796      tcp        2    
64391      tcp        2    
12306      icmp       3    
9432       icmp       1    
2184       udp        1    
7328       udp        3    
15408      tcp        1    
23335      tcp        4    
3235       tcp        2    
6060       tcp        1    
52044      udp        1    
46638      icmp       1    
9372       icmp       1    
54898      tcp        1    
40710      icmp       1    
45349      icmp       1    
44704      tcp        1    
29009      tcp        1    
58762      udp        1    
61851      tcp        3    
48473      tcp        1    
62944      icmp       2    
3023       icmp       2    
41572      icmp       2    
38496      icmp       2    
38821      icmp       2    
58454      tcp        2    
31155      udp        2    
27206      udp        1    
63493      icmp       1    
11526      icmp       1    
22984      udp        3    
33744      tcp        3    
57373      icmp       1    
53726      icmp       1    
8439       tcp        1    
45502      tcp        1    
52311      icmp       1    
8905       tcp        2    
17740      icmp       1    
46797      tcp        2    
23680      icmp       2    
47956      icmp       1    
54752      tcp        2    
36346      tcp        2    
40544      udp        1    
51644      udp        1    
162        icmp       1    
5444       icmp       1    
49199      icmp       1    
40589      udp        1    
16722      tcp        1    
60474      icmp       1    
5206       icmp       1    
27614      icmp       1    
49369      tcp        3    
30900      icmp       2    
52384      tcp        1    
56760      udp        2    
29830      tcp        1    
17847      udp        2    
59410      icmp       3    
19952      udp        4    
24474      udp        3    
2843       tcp        1    
1605       tcp        3    
34192      udp        1    
54222      udp        3    
13996      tcp        1    
37733      tcp        2    
5310       icmp       1    
8108       icmp       1    
54909      icmp       1    
42787      udp        1    
64217      icmp       1    
33018      udp        1    
4906       udp        2    
46831      icmp       1    
46878      icmp       1    
17532      tcp        2    
64422      udp        1    
7822       udp        2    
28759      tcp        1    
55854      tcp        2    
21928      tcp        1    
52492      udp        3    
24654      icmp       2    
49937      tcp        2    
17703      icmp       1    
49855      tcp        3    
22613      tcp        3    
35649      icmp       1    
62344      udp        2    
3342       udp        2    
8805       udp        1    
65234      udp        2    
10196      tcp        1    
14540      udp        1    
31926      udp        3    
26807      tcp        3    
65315      udp        1    
42390      udp        1    
7050       icmp       1    
13516      udp        1    
64492      icmp       2    
58942      tcp        1    
19628      icmp       1    
5255       tcp        1    
27272      tcp        1    
44903      icmp       1    
55234      udp        2    
20         tcp        2    
41959      tcp        1    
4080       udp        2    
31801      icmp       2    
54614      udp        2    
26825      udp        3    
6662       tcp        3    
1163       tcp        3    
34102      icmp       4    
57442      udp        1    
43278      icmp       2    
24097      tcp        1    
51973      udp        3    
27772      icmp       3    
25538      icmp       1    
18211      udp        2    
8785       icmp       2    
42365      tcp        1    
31243      tcp        1    
25562      icmp       1    
16917      udp        2    
57038      tcp        1    
32289      icmp       2    
42603      udp        2    
50964      icmp       3    
64194      icmp       3    
39129      udp        2    
22808      icmp       1    
37513      tcp        2    
55845      icmp       1    
42535      udp        3    
50255      tcp        1    
17285      icmp       1    
64766      tcp        1    
17321      tcp        2    
8702       icmp       1    
28681      icmp       2    
39945      tcp        1    
31044      icmp       1    
36591      icmp       2    
60208      icmp       1    
12893      tcp        2    
64024      icmp       2    
24082      icmp       1    
35475      udp        1    
23069      icmp       2    
13922      udp        3    
25008      icmp       2    
18617      tcp        1    
28775      tcp        2    
12665      udp        1    
54019      icmp       2    
53532      udp        1    
50712      udp        1    
28901      icmp       1    
22533      tcp        1    
17401      tcp        2    
47893      icmp       1    
38465      udp        1    
45883      tcp        1    
23099      udp        2    
18706      udp        1    
10281      udp        2    
6245       icmp       1    
15854      udp        3    
31425      icmp       3    
26750      tcp        1    
18751      udp        1    
58506      tcp        2    
44467      udp        1    
60902      tcp        1    
23632      udp        2    
18819      tcp        1    
54096      icmp       4    
28767      icmp       1    
28042      tcp        1    
45237      icmp       2    
17149      icmp       1    
30200      icmp       1    
23299      icmp       1    
3190       udp        1    
12297      icmp       2    
34636      icmp       2    
1876       udp        2    
42602      icmp       1    
13683      tcp        1    
7970       udp        1    
12571      udp        1    
45752      icmp       1    
12998      tcp        1    
31007      tcp        1    
64593      udp        1    
58849      icmp       1    
59914      udp        2    
37637      icmp       3    
4258       icmp       1    
2739       tcp        2    
18407      icmp       2    
39691      udp        2    
34361      udp        2    
25023      tcp        2    
57074      tcp        2    
49131      tcp        2    
55166      tcp        1    
50426      tcp        2    
9276       tcp        1    
1546       tcp        2    
33017      udp        4    
35777      tcp        2    
47055      udp        1    
27576      udp        3    
21944      udp        3    
685        icmp       2    
50934      udp        2    
38159      icmp       2    
8713       udp        1    
4256       udp        1    
48370      tcp        1    
47216      tcp        2    
47531      udp        1    
51529      udp        1    
45457      udp        1    
47174      udp        1    
59521      udp        3    
28053      icmp       1    
37576      tcp        4    
38318      icmp       1    
6128       tcp        2    
38439      tcp        1    
53476      icmp       2    
30117      icmp       2    
4409       udp        1    
63610      tcp        1    
9142       udp        2    
6113       tcp        2    
33032      tcp        1    
55147      tcp        2    
11449      icmp       3    
44158      tcp        1    
45323      tcp        1    
28825      udp        1    
62573      icmp       2    
59820      tcp        1    
36628      udp        2    
5368       tcp        2    
44673      icmp       3    
16951      udp        2    
64719      tcp        3    
58016      udp        2    
11596      udp        1    
47909      tcp        1    
2687       icmp       2    
26501      tcp        3    
21009      tcp        2    
18258      icmp       2    
5884       udp        2    
25174      udp        2    
51870      tcp        3    
34773      udp        3    
50071      icmp       1    
23237      udp        2    
7875       udp        1    
55620      udp        2    
7064       icmp       1    
28442      icmp       2    
44456      udp        2    
59373      icmp       1    
4457       icmp       1    
36749      icmp       2    
31028      udp        1    
37216      udp        1    
23238      icmp       1    
20633      icmp       2    
16731      tcp        1    
55192      udp        1    
56160      icmp       1    
18939      udp        2    
53042      tcp        1    
4879       udp        3    
38405      udp        3    
29601      icmp       2    
44255      icmp       2    
25798      icmp       1    
12089      tcp        3    
38105      tcp        2    
21073      udp        1    
46783      tcp        2    
57340      icmp       1    
798        icmp       1    
12015      udp        2    
19622      udp        2    
2801       tcp        3    
46489      icmp       1    
35980      icmp       3    
25848      icmp       4    
47743      udp        1    
60488      tcp        1    
55988      udp        1    
43468      icmp       1    
2734       tcp        2    
60063      tcp        2    
16178      tcp        2    
37453      icmp       1    
52517      udp        1    
3092       icmp       1    
36680      icmp       1    
33553      tcp        2    
35792      tcp        3    
12301      icmp       2    
59426      tcp        2    
15274      udp        3    
46680      icmp       2    
49293      tcp        1    
5011       udp        2    
57417      icmp       2    
56372      icmp       1    
50674      tcp        2    
18071      udp        1    
12486      tcp        1    
9505       udp        1    
45056      icmp       1    
60449      udp        4    
53344      icmp       1    
64670      icmp       3    
37398      udp        3    
46632      icmp       2    
14199      udp        1    
30097      icmp       2    
2788       tcp        2    
60048      udp        1    
29543      udp        2    
9434       udp        1    
62489      udp        2    
51797      tcp        1    
44309      tcp        2    
29489      icmp       2    
3286       tcp        1    
12457      icmp       2    
46666      tcp        1    
9471       tcp        2    
22122      tcp        3    
60776      icmp       1    
34605      icmp       1    
64532      icmp       2    
28776      udp        1    
15667      udp        1    
10852      icmp       1    
64963      udp        2    
23898      tcp        1    
28144      udp        1    
36487      udp        1    
51013      tcp        1    
35271      icmp       1    
41699      tcp        1    
46527      udp        2    
19284      tcp        2    
49423      icmp       1    
62491      tcp        2    
15827      udp        1    
60536      icmp       1    
5994       icmp       1    
54735      icmp       1    
60064      icmp       2    
13093      udp        2    
8466       icmp       2    
47125      icmp       1    
48768      udp        2    
14234      udp        1    
5197       tcp        1    
25526      udp        2    
7112       icmp       1    
19168      tcp        1    
52918      tcp        4    
8837       icmp       3    
24653      icmp       3    
7314       udp        3    
27621      udp        1    
44810      icmp       2    
39475      udp        2    
30897      icmp       3    
63060      icmp       1    
27521      udp        2    
1703       tcp        3    
47190      tcp        2    
57063      icmp       1    
2919       tcp        2    
16263      icmp       2    
47911      tcp        1    
62204      tcp        1    
29558      icmp       2    
21595      tcp        1    
25480      udp        1    
48457      icmp       1    
64532      udp        1    
39049      icmp       3    
8831       udp        1    
6904       icmp       4    
27178      icmp       1    
47232      tcp        2    
3839       icmp       1    
14944      tcp        1    
7895       tcp        1    
25809      udp        2    
48798      icmp       1    
42719      tcp        2    
37851      icmp       1    
25961      icmp       1    
5309       tcp        2    
49613      icmp       1    
12119      udp        3    
44500      udp        1    
7402       icmp       1    
12197      tcp        2    
9561       udp        1    
6443       tcp        3    
9984       icmp       1    
56082      icmp       1    
62856      icmp       2    
53254      tcp        1    
55890      udp        2    
52031      tcp        2    
21626      icmp       1    
5504       udp        1    
4692       udp        1    
9868       icmp       2    
61434      udp        1    
44313      icmp       3    
20361      tcp        2    
6855       tcp        1    
5253       udp        2    
18190      tcp        3    
903        icmp       1    
11623      udp        1    
32822      icmp       2    
19947      icmp       2    
12617      icmp       1    
60678      tcp        1    
14940      udp        1    
14637      tcp        1    
38739      icmp       2    
10057      icmp       1    
15753      udp        1    
1355       udp        1    
14798      icmp       3    
35656      icmp       1    
34393      icmp       2    
42825      icmp       1    
40758      tcp        1    
19363      icmp       1    
51751      icmp       2    
20858      udp        1    
6622       icmp       1    
45457      icmp       2    
10532      udp        2    
46775      tcp        1    
57303      icmp       1    
55336      icmp       1    
50602      tcp        1    
27853      tcp        2    
22500      udp        2    
58581      tcp        4    
25142      udp        2    
5559       udp        1    
52235      udp        1    
44976      icmp       1    
12823      tcp        1    
5150       tcp        2    
7531       tcp        1    
16426      tcp        4    
56662      tcp        1    
54632      icmp       1    
53683      icmp       3    
38865      icmp       1    
11692      tcp        1    
14767      tcp        3    
8494       udp        1    
50810      udp        1    
38870      icmp       1    
61903      icmp       1    
62592      tcp        1    
467        icmp       1    
51932      udp        2    
2287       udp        1    
6974       udp        1    
19180      tcp        2    
25134      udp        1    
29435      icmp       1    
19633      tcp        1    
53813      udp        3    
6950       udp        2    
34760      tcp        3    
55321      udp        1    
59246      icmp       1    
43675      tcp        1    
35512      tcp        1    
48814      tcp        2    
40768      udp        2    
29348      icmp       2    
16214      tcp        3    
14286      icmp       2    
17166      tcp        3    
50215      icmp       1    
24451      udp        1    
17098      udp        2    
39504      udp        1    
36814      icmp       3    
6428       udp        2    
57674      udp        1    
26596      icmp       1    
55233      udp        1    
22579      udp        1    
48914      tcp        1    
47513      tcp        2    
42510      icmp       1    
30673      tcp        2    
19470      udp        1    
52985      udp        1    
33594      tcp        1    
53957      icmp       1    
52926      tcp        2    
26938      tcp        1    
18857      icmp       1    
44871      icmp       2    
42417      icmp       1    
2219       udp        1    
51511      icmp       1    
20381      icmp       2    
28036      udp        1    
26430      tcp        2    
31305      icmp       1    
18504      icmp       2    
56737      icmp       1    
50204      udp        1    
8565       udp        2    
6742       tcp        1    
10452      udp        1    
240        icmp       2    
56055      icmp       1    
51563      udp        2    
50848      icmp       2    
19487      icmp       3    
32372      udp        4    
4587       tcp        1    
26764      tcp        1    
60213      icmp       1    
36551      udp        2    
47110      tcp        1    
48407      tcp        2    
7697       tcp        1    
48252      icmp       1    
32549      tcp        1    
51604      udp        1    
64573      udp        1    
46285      icmp       1    
47559      icmp       1    
65085      tcp        1    
59892      tcp        2    
33931      udp        1    
46953      tcp        3    
24553      icmp       1    
17138      icmp       1    
32488      udp        1    
45626      tcp        2    
47510      udp        1    
38862      icmp       2    
5114       icmp       3    
30314      udp        2    
50840      tcp        2    
61365      tcp        1    
48659      udp        1    
41165      icmp       1    
6356       tcp        1    
57575      udp        1    
12462      udp        3    
46492      icmp       1    
21284      tcp        2    
9948       icmp       3    
8538       icmp       1    
4017       tcp        3    
20206      tcp        1    
13484      icmp       2    
548        udp        2    
3711       icmp       2    
10526      udp        1    
18724      tcp        1    
