dstport,protocol,tag
49624,tcp,sv_P3
56008,tcp,sv_P1
34425,tcp,sv_P4
55202,udp,sv_P1
42904,icmp,sv_P3
10935,udp,sv_P5
59059,udp,sv_P4
17328,icmp,sv_P4
589,tcp,sv_P4
16236,udp,sv_P5
24128,udp,sv_P3
31793,icmp,sv_P1
37888,tcp,sv_P1
34893,icmp,sv_P3
33161,udp,sv_P1
20494,udp,sv_P2
23034,tcp,sv_P4
17259,icmp,sv_P2
51830,udp,sv_P5
7288,icmp,sv_P1
56104,udp,sv_P5
33287,tcp,sv_P2
56857,tcp,sv_P5
63602,tcp,sv_P4
18938,tcp,sv_P2
10134,udp,sv_P2
19781,icmp,sv_P2
36544,udp,sv_P3
25301,icmp,sv_P1
33423,tcp,sv_P5
1037,tcp,sv_P3
178,icmp,sv_P5
49529,tcp,sv_P2
4348,icmp,sv_P3
9183,udp,sv_P1
38044,icmp,sv_P1
21916,udp,sv_P3
34708,tcp,sv_P1
39008,tcp,sv_P3
7253,tcp,sv_P1
59911,udp,sv_P4
28608,udp,sv_P2
14478,tcp,sv_P1
58977,udp,sv_P2
64725,tcp,sv_P1
1470,tcp,sv_P2
3838,tcp,sv_P4
50211,tcp,sv_P4
60248,udp,sv_P4
18601,tcp,sv_P3
8006,icmp,sv_P5
30617,tcp,sv_P5
64479,tcp,sv_P5
3654,icmp,sv_P2
8578,tcp,sv_P3
11967,tcp,sv_P1
21488,icmp,sv_P3
49558,udp,sv_P4
30063,icmp,sv_P5
27772,icmp,sv_P3
30698,udp,sv_P2
44637,icmp,sv_P4
22439,icmp,sv_P4
34440,icmp,sv_P2
5708,icmp,sv_P5
50190,tcp,sv_P2
15262,udp,sv_P1
12413,tcp,sv_P5
49471,tcp,sv_P2
64182,udp,sv_P1
61152,icmp,sv_P3
28535,udp,sv_P2
52246,icmp,sv_P5
5454,tcp,sv_P4
55024,udp,sv_P1
38753,icmp,sv_P2
1366,icmp,sv_P3
40684,tcp,sv_P2
57835,udp,sv_P5
29253,icmp,sv_P5
3532,tcp,sv_P4
23591,udp,sv_P3
35320,udp,sv_P1
59073,tcp,sv_P1
18238,icmp,sv_P4
38546,icmp,sv_P4
14165,tcp,sv_P1
51536,tcp,sv_P1
31000,tcp,sv_P5
22756,udp,sv_P4
15589,udp,sv_P4
13611,udp,sv_P1
47994,udp,sv_P3
32063,tcp,sv_P3
61645,tcp,sv_P1
31850,icmp,sv_P3
43864,icmp,sv_P2
65327,icmp,sv_P2
16505,tcp,sv_P5
25900,tcp,sv_P3
32603,udp,sv_P3
43812,tcp,sv_P1
3430,udp,sv_P4
59094,udp,sv_P5
4182,udp,sv_P5
2395,udp,sv_P5
34417,icmp,sv_P2
10358,icmp,sv_P4
39740,tcp,sv_P3
7751,udp,sv_P5
4504,tcp,sv_P5
2331,tcp,sv_P3
41014,tcp,sv_P4
57960,udp,sv_P1
22448,tcp,sv_P2
27612,udp,sv_P5
28924,udp,sv_P1
24549,tcp,sv_P3
46880,tcp,sv_P4
61143,udp,sv_P5
58626,udp,sv_P4
39870,icmp,sv_P1
53490,udp,sv_P1
8340,icmp,sv_P4
34129,udp,sv_P2
52422,udp,sv_P5
32323,udp,sv_P5
56726,icmp,sv_P1
30004,udp,sv_P1
62263,udp,sv_P3
19637,tcp,sv_P5
29527,icmp,sv_P1
2783,tcp,sv_P2
9251,icmp,sv_P4
16034,udp,sv_P5
31833,icmp,sv_P1
57122,tcp,sv_P1
35381,tcp,sv_P2
55752,icmp,sv_P2
27324,icmp,sv_P1
61431,udp,sv_P5
29350,tcp,sv_P5
35465,icmp,sv_P2
53440,udp,sv_P2
62739,icmp,sv_P3
31132,tcp,sv_P5
2090,icmp,sv_P2
53091,icmp,sv_P3
31653,tcp,sv_P2
30153,tcp,sv_P5
23925,udp,sv_P2
24098,tcp,sv_P4
35029,icmp,sv_P2
44135,tcp,sv_P5
45238,tcp,sv_P1
10508,icmp,sv_P4
55628,tcp,sv_P1
52213,icmp,sv_P3
64121,tcp,sv_P3
16480,tcp,sv_P1
62405,udp,sv_P1
10469,icmp,sv_P4
25879,tcp,sv_P5
23097,udp,sv_P5
21379,udp,sv_P2
44772,tcp,sv_P5
41175,udp,sv_P1
20832,tcp,sv_P4
9639,udp,sv_P5
19630,udp,sv_P4
30081,tcp,sv_P5
54125,icmp,sv_P1
25141,icmp,sv_P3
45711,tcp,sv_P4
14522,tcp,sv_P1
7600,tcp,sv_P2
57223,tcp,sv_P3
62694,udp,sv_P3
55169,tcp,sv_P4
27746,tcp,sv_P1
37537,icmp,sv_P2
45081,udp,sv_P3
46567,udp,sv_P1
6016,udp,sv_P3
27388,icmp,sv_P1
7456,icmp,sv_P2
53606,tcp,sv_P5
61463,icmp,sv_P2
363,icmp,sv_P2
34627,tcp,sv_P2
62137,icmp,sv_P1
51883,icmp,sv_P1
61283,udp,sv_P2
5642,icmp,sv_P1
37088,tcp,sv_P5
7656,icmp,sv_P3
48862,icmp,sv_P3
28782,udp,sv_P3
17261,udp,sv_P3
12431,icmp,sv_P4
32666,icmp,sv_P1
26036,tcp,sv_P4
50726,udp,sv_P4
26782,tcp,sv_P2
7146,udp,sv_P5
50279,icmp,sv_P2
7744,udp,sv_P2
1262,udp,sv_P3
21884,tcp,sv_P3
37605,udp,sv_P5
61968,tcp,sv_P2
12324,udp,sv_P4
24955,udp,sv_P3
4756,tcp,sv_P4
16041,tcp,sv_P2
49243,udp,sv_P5
57762,udp,sv_P5
2433,icmp,sv_P4
64642,udp,sv_P4
11973,tcp,sv_P1
43559,udp,sv_P2
12303,icmp,sv_P3
54749,tcp,sv_P3
14145,udp,sv_P2
28306,icmp,sv_P2
29736,tcp,sv_P5
7523,tcp,sv_P4
24274,icmp,sv_P3
28490,tcp,sv_P5
37414,udp,sv_P3
1500,tcp,sv_P3
19506,tcp,sv_P4
3075,tcp,sv_P4
51974,udp,sv_P3
35937,tcp,sv_P3
55931,udp,sv_P2
18384,icmp,sv_P2
13787,icmp,sv_P5
41159,udp,sv_P4
36767,tcp,sv_P5
28847,icmp,sv_P5
4515,tcp,sv_P2
1092,tcp,sv_P2
28337,udp,sv_P1
44458,icmp,sv_P3
59604,udp,sv_P2
40889,udp,sv_P2
17189,tcp,sv_P2
20558,udp,sv_P2
16151,udp,sv_P4
40050,tcp,sv_P3
45010,udp,sv_P3
65516,tcp,sv_P5
6389,tcp,sv_P4
64835,tcp,sv_P1
56754,udp,sv_P2
53343,icmp,sv_P1
18970,udp,sv_P4
63834,icmp,sv_P2
24650,icmp,sv_P1
63096,icmp,sv_P5
27642,udp,sv_P1
21387,tcp,sv_P3
26581,udp,sv_P2
12578,icmp,sv_P1
61052,tcp,sv_P2
53447,udp,sv_P5
49725,udp,sv_P5
58462,udp,sv_P1
12955,udp,sv_P2
6505,udp,sv_P1
32304,tcp,sv_P2
42115,tcp,sv_P3
17694,tcp,sv_P3
53592,udp,sv_P4
62279,tcp,sv_P2
47503,udp,sv_P4
10958,icmp,sv_P2
2594,udp,sv_P3
26783,tcp,sv_P1
49907,udp,sv_P2
46120,udp,sv_P4
49166,tcp,sv_P1
58947,udp,sv_P1
5260,udp,sv_P1
38968,tcp,sv_P3
49125,icmp,sv_P3
64986,tcp,sv_P3
19281,tcp,sv_P5
34894,tcp,sv_P4
56267,tcp,sv_P3
39198,icmp,sv_P1
10805,icmp,sv_P1
37163,icmp,sv_P3
30166,tcp,sv_P5
55250,tcp,sv_P5
30462,tcp,sv_P1
42641,tcp,sv_P2
17942,icmp,sv_P1
38018,udp,sv_P2
34985,udp,sv_P2
37690,icmp,sv_P3
29744,icmp,sv_P4
19733,tcp,sv_P3
50827,udp,sv_P1
45440,udp,sv_P5
20228,icmp,sv_P1
41713,tcp,sv_P1
18013,icmp,sv_P4
7654,udp,sv_P5
13507,udp,sv_P4
24507,tcp,sv_P1
40570,udp,sv_P2
13809,icmp,sv_P2
6713,tcp,sv_P3
43334,tcp,sv_P2
752,tcp,sv_P5
53882,udp,sv_P2
60259,udp,sv_P3
5117,icmp,sv_P2
32743,udp,sv_P2
51819,udp,sv_P3
45289,tcp,sv_P2
44692,udp,sv_P4
4683,icmp,sv_P3
1175,icmp,sv_P3
27716,udp,sv_P3
12236,tcp,sv_P2
1368,udp,sv_P4
2820,tcp,sv_P4
2216,icmp,sv_P3
39906,udp,sv_P5
61663,udp,sv_P1
10930,icmp,sv_P4
49008,icmp,sv_P5
27411,icmp,sv_P4
46411,tcp,sv_P5
59788,udp,sv_P5
48550,udp,sv_P5
8226,tcp,sv_P4
60151,tcp,sv_P3
17781,udp,sv_P5
53276,icmp,sv_P4
23471,icmp,sv_P2
61598,udp,sv_P5
2434,udp,sv_P4
10160,udp,sv_P1
10744,udp,sv_P4
43436,udp,sv_P2
52848,icmp,sv_P3
4066,icmp,sv_P1
41867,tcp,sv_P3
27181,udp,sv_P5
47543,tcp,sv_P2
7909,tcp,sv_P5
16371,tcp,sv_P4
60640,icmp,sv_P1
2942,icmp,sv_P3
29243,udp,sv_P3
60625,udp,sv_P3
11669,udp,sv_P4
21912,udp,sv_P3
33126,icmp,sv_P3
16605,icmp,sv_P2
26673,udp,sv_P3
37572,tcp,sv_P1
62982,icmp,sv_P2
36642,icmp,sv_P4
27813,icmp,sv_P3
11273,udp,sv_P2
49436,udp,sv_P5
7150,icmp,sv_P5
51547,icmp,sv_P5
61582,udp,sv_P2
52824,udp,sv_P3
21181,tcp,sv_P1
39209,tcp,sv_P2
36667,icmp,sv_P2
1683,udp,sv_P2
39531,tcp,sv_P5
60167,icmp,sv_P5
12026,udp,sv_P5
59829,tcp,sv_P5
549,tcp,sv_P4
14195,udp,sv_P3
5524,udp,sv_P3
5334,udp,sv_P5
5260,tcp,sv_P4
48318,icmp,sv_P1
25010,icmp,sv_P1
55284,udp,sv_P2
33405,tcp,sv_P4
28586,icmp,sv_P3
8487,udp,sv_P4
46853,tcp,sv_P5
26871,icmp,sv_P1
24444,udp,sv_P3
23478,tcp,sv_P3
56627,udp,sv_P5
22115,udp,sv_P4
54154,icmp,sv_P4
34323,icmp,sv_P2
31012,udp,sv_P5
35079,udp,sv_P4
26431,icmp,sv_P2
61150,udp,sv_P1
24322,udp,sv_P3
15850,udp,sv_P3
16160,icmp,sv_P3
50097,icmp,sv_P1
400,udp,sv_P1
64206,udp,sv_P3
54689,udp,sv_P3
17153,tcp,sv_P1
55176,icmp,sv_P5
61056,udp,sv_P5
58924,tcp,sv_P1
31706,tcp,sv_P1
25337,tcp,sv_P2
3219,tcp,sv_P5
47119,udp,sv_P4
17813,udp,sv_P4
36909,tcp,sv_P1
38749,icmp,sv_P4
51166,icmp,sv_P1
49218,tcp,sv_P1
35885,udp,sv_P3
40167,icmp,sv_P3
42282,tcp,sv_P2
10148,icmp,sv_P5
60563,udp,sv_P2
9203,icmp,sv_P4
59917,tcp,sv_P3
18716,udp,sv_P2
55461,icmp,sv_P4
61850,icmp,sv_P5
17969,udp,sv_P2
59628,icmp,sv_P4
20915,icmp,sv_P1
6642,icmp,sv_P1
12005,tcp,sv_P2
31647,tcp,sv_P1
22366,udp,sv_P2
27075,udp,sv_P1
47255,tcp,sv_P3
25976,udp,sv_P2
9680,udp,sv_P5
62407,udp,sv_P2
65161,udp,sv_P1
10628,icmp,sv_P4
13951,tcp,sv_P2
5474,icmp,sv_P1
11709,udp,sv_P2
32998,udp,sv_P4
5837,tcp,sv_P3
2308,icmp,sv_P3
25018,icmp,sv_P4
49124,udp,sv_P5
64384,udp,sv_P1
10520,udp,sv_P4
63350,udp,sv_P3
11974,icmp,sv_P3
38844,udp,sv_P5
25992,udp,sv_P5
2022,udp,sv_P3
42062,tcp,sv_P5
56617,icmp,sv_P4
25853,tcp,sv_P1
23656,tcp,sv_P5
23873,icmp,sv_P1
40320,udp,sv_P2
25181,icmp,sv_P5
14165,icmp,sv_P4
19739,tcp,sv_P1
37298,udp,sv_P3
49653,icmp,sv_P5
12837,icmp,sv_P4
24072,icmp,sv_P3
2908,tcp,sv_P2
60924,udp,sv_P1
29903,udp,sv_P5
43716,udp,sv_P2
34847,tcp,sv_P4
10702,icmp,sv_P1
43842,udp,sv_P3
48018,tcp,sv_P5
48568,icmp,sv_P3
45820,tcp,sv_P3
81,udp,sv_P5
952,icmp,sv_P1
28808,tcp,sv_P5
59183,udp,sv_P5
56460,icmp,sv_P3
21679,icmp,sv_P4
61619,udp,sv_P2
31785,icmp,sv_P1
19013,tcp,sv_P3
4686,tcp,sv_P2
19357,icmp,sv_P3
17392,udp,sv_P2
47691,icmp,sv_P3
216,udp,sv_P4
8199,icmp,sv_P4
7770,udp,sv_P2
13539,tcp,sv_P4
22987,udp,sv_P5
23964,tcp,sv_P5
36540,tcp,sv_P3
51883,udp,sv_P4
56874,udp,sv_P1
14712,icmp,sv_P4
41211,tcp,sv_P1
30703,udp,sv_P4
40372,icmp,sv_P1
46883,icmp,sv_P1
14438,udp,sv_P5
51504,icmp,sv_P1
20661,tcp,sv_P1
34508,udp,sv_P5
62569,udp,sv_P1
13510,tcp,sv_P1
59728,tcp,sv_P3
26031,icmp,sv_P5
18962,icmp,sv_P1
33208,tcp,sv_P5
61850,tcp,sv_P3
62324,udp,sv_P4
7270,udp,sv_P1
17616,icmp,sv_P2
9719,udp,sv_P5
47001,icmp,sv_P1
41451,tcp,sv_P2
10226,tcp,sv_P4
40631,icmp,sv_P1
43444,udp,sv_P5
8350,icmp,sv_P3
65384,tcp,sv_P5
65076,icmp,sv_P5
63997,tcp,sv_P5
44727,udp,sv_P3
34801,tcp,sv_P4
62229,tcp,sv_P3
23677,udp,sv_P5
53547,udp,sv_P2
65159,udp,sv_P1
7693,icmp,sv_P4
7298,tcp,sv_P4
4105,icmp,sv_P5
22337,udp,sv_P5
10337,tcp,sv_P4
41170,udp,sv_P3
52270,icmp,sv_P5
40066,icmp,sv_P2
7245,udp,sv_P4
33536,icmp,sv_P3
46762,icmp,sv_P1
2398,icmp,sv_P2
12635,udp,sv_P2
57851,icmp,sv_P2
41244,udp,sv_P5
31655,tcp,sv_P1
46537,tcp,sv_P5
53414,tcp,sv_P4
38927,udp,sv_P5
63967,udp,sv_P2
5436,icmp,sv_P1
17806,udp,sv_P1
52172,icmp,sv_P2
16212,udp,sv_P1
20120,udp,sv_P1
29134,tcp,sv_P5
3788,tcp,sv_P2
12581,icmp,sv_P1
26571,tcp,sv_P4
62650,tcp,sv_P2
13736,udp,sv_P1
17115,tcp,sv_P3
51648,udp,sv_P5
31902,tcp,sv_P1
626,udp,sv_P1
58410,icmp,sv_P1
216,tcp,sv_P3
63610,udp,sv_P2
15594,icmp,sv_P3
19646,udp,sv_P5
743,icmp,sv_P1
52004,udp,sv_P1
4739,tcp,sv_P3
63203,icmp,sv_P4
12392,udp,sv_P4
54130,icmp,sv_P5
48017,tcp,sv_P1
48493,tcp,sv_P5
31931,icmp,sv_P4
51710,tcp,sv_P1
6202,tcp,sv_P4
20640,udp,sv_P3
2237,tcp,sv_P4
2159,tcp,sv_P1
21429,tcp,sv_P5
17241,udp,sv_P1
25267,udp,sv_P4
54775,icmp,sv_P1
38067,icmp,sv_P1
46612,icmp,sv_P1
9509,icmp,sv_P1
19532,tcp,sv_P3
47758,udp,sv_P1
38097,tcp,sv_P2
42206,icmp,sv_P3
34051,icmp,sv_P2
30314,tcp,sv_P1
60904,udp,sv_P3
46609,udp,sv_P2
62591,tcp,sv_P3
58056,icmp,sv_P3
54804,udp,sv_P5
60295,tcp,sv_P2
46574,icmp,sv_P3
26762,udp,sv_P4
8024,tcp,sv_P2
45272,tcp,sv_P5
8621,udp,sv_P1
34778,tcp,sv_P4
12165,udp,sv_P3
27579,icmp,sv_P5
2377,icmp,sv_P5
13351,udp,sv_P1
23591,icmp,sv_P2
55092,udp,sv_P2
63845,icmp,sv_P4
2816,tcp,sv_P2
52798,tcp,sv_P5
1453,tcp,sv_P1
33865,tcp,sv_P4
20847,udp,sv_P4
63164,icmp,sv_P4
40959,tcp,sv_P1
41127,tcp,sv_P1
7904,udp,sv_P4
49904,udp,sv_P1
25226,udp,sv_P3
484,tcp,sv_P3
24444,tcp,sv_P1
17712,udp,sv_P2
16233,tcp,sv_P4
34480,icmp,sv_P3
50053,icmp,sv_P3
2832,tcp,sv_P4
35527,icmp,sv_P4
28810,udp,sv_P3
59967,tcp,sv_P2
45367,icmp,sv_P2
59059,icmp,sv_P2
23223,udp,sv_P1
61914,udp,sv_P4
4891,udp,sv_P5
45460,udp,sv_P4
52371,icmp,sv_P2
48492,tcp,sv_P2
7199,udp,sv_P4
60408,tcp,sv_P5
42644,tcp,sv_P4
26352,udp,sv_P1
12414,icmp,sv_P3
11647,icmp,sv_P3
26171,icmp,sv_P1
52511,udp,sv_P2
22688,tcp,sv_P5
58268,tcp,sv_P1
22646,tcp,sv_P4
23677,icmp,sv_P1
23842,icmp,sv_P1
22669,udp,sv_P4
10703,icmp,sv_P5
58345,tcp,sv_P4
31102,tcp,sv_P4
25085,icmp,sv_P3
31428,icmp,sv_P4
18883,icmp,sv_P5
63253,udp,sv_P2
9142,icmp,sv_P5
14419,tcp,sv_P4
62498,udp,sv_P2
64974,udp,sv_P5
53246,icmp,sv_P3
19644,udp,sv_P5
45707,tcp,sv_P5
30433,icmp,sv_P5
60252,udp,sv_P2
18912,icmp,sv_P3
55206,icmp,sv_P2
37636,udp,sv_P1
7174,icmp,sv_P3
8239,icmp,sv_P3
9562,tcp,sv_P5
22547,icmp,sv_P2
26989,udp,sv_P2
20699,tcp,sv_P3
46322,tcp,sv_P4
14875,tcp,sv_P4
17403,udp,sv_P1
14919,icmp,sv_P2
17248,tcp,sv_P4
40453,tcp,sv_P4
65314,udp,sv_P4
24448,icmp,sv_P2
22341,udp,sv_P3
54793,icmp,sv_P3
4021,tcp,sv_P4
16438,tcp,sv_P3
11856,tcp,sv_P4
2087,icmp,sv_P1
45822,icmp,sv_P1
21525,udp,sv_P1
18637,tcp,sv_P1
30825,udp,sv_P3
58275,icmp,sv_P4
2210,icmp,sv_P3
29935,tcp,sv_P5
62366,icmp,sv_P5
7428,udp,sv_P5
20136,tcp,sv_P3
45897,udp,sv_P2
8887,icmp,sv_P3
17919,tcp,sv_P1
33434,udp,sv_P3
12518,udp,sv_P4
48160,udp,sv_P5
33542,icmp,sv_P1
38896,udp,sv_P1
58534,icmp,sv_P1
7842,udp,sv_P2
31010,udp,sv_P2
958,udp,sv_P2
48822,icmp,sv_P5
54907,tcp,sv_P5
58589,tcp,sv_P1
53721,icmp,sv_P5
1462,icmp,sv_P4
32155,icmp,sv_P3
17980,icmp,sv_P4
34703,tcp,sv_P2
58988,udp,sv_P2
150,udp,sv_P5
49684,icmp,sv_P1
52133,udp,sv_P1
33885,tcp,sv_P4
24002,tcp,sv_P3
44679,udp,sv_P4
45312,udp,sv_P4
41233,icmp,sv_P3
3150,tcp,sv_P3
11797,tcp,sv_P1
8312,icmp,sv_P5
38208,icmp,sv_P5
63250,icmp,sv_P1
35281,tcp,sv_P1
58686,icmp,sv_P1
36537,tcp,sv_P5
26607,tcp,sv_P1
56829,icmp,sv_P2
62797,tcp,sv_P5
54738,udp,sv_P3
5165,tcp,sv_P3
21373,icmp,sv_P2
36150,udp,sv_P1
61105,tcp,sv_P3
27311,tcp,sv_P5
10668,udp,sv_P5
61117,tcp,sv_P4
46069,tcp,sv_P2
63950,icmp,sv_P1
30800,icmp,sv_P4
54930,tcp,sv_P4
9482,tcp,sv_P4
54744,udp,sv_P4
38789,icmp,sv_P2
17361,udp,sv_P2
33978,icmp,sv_P2
13004,udp,sv_P3
20444,tcp,sv_P5
55321,tcp,sv_P2
7746,tcp,sv_P2
54829,udp,sv_P5
59811,icmp,sv_P4
717,icmp,sv_P1
48097,udp,sv_P3
49072,icmp,sv_P2
27972,tcp,sv_P4
36049,tcp,sv_P1
62310,tcp,sv_P4
24409,udp,sv_P4
51969,icmp,sv_P2
40360,icmp,sv_P1
33202,udp,sv_P4
3291,icmp,sv_P4
33612,icmp,sv_P4
27997,udp,sv_P3
7380,icmp,sv_P4
29747,udp,sv_P1
29896,icmp,sv_P2
1533,tcp,sv_P4
36774,icmp,sv_P3
29096,icmp,sv_P1
47414,tcp,sv_P2
36478,icmp,sv_P1
39267,tcp,sv_P3
63294,icmp,sv_P1
65297,udp,sv_P5
8075,tcp,sv_P3
35683,udp,sv_P3
1029,tcp,sv_P3
2190,tcp,sv_P3
5920,tcp,sv_P5
11561,udp,sv_P5
15636,icmp,sv_P3
18146,udp,sv_P2
62308,tcp,sv_P3
53868,icmp,sv_P5
921,tcp,sv_P3
44517,icmp,sv_P5
4043,icmp,sv_P4
30496,tcp,sv_P5
42316,icmp,sv_P2
53297,udp,sv_P3
50338,icmp,sv_P3
17072,icmp,sv_P5
53853,tcp,sv_P4
65377,tcp,sv_P5
43145,icmp,sv_P5
3970,tcp,sv_P2
49829,tcp,sv_P1
56667,icmp,sv_P5
49888,tcp,sv_P2
36877,tcp,sv_P4
20077,udp,sv_P1
26738,tcp,sv_P1
54258,icmp,sv_P5
59291,tcp,sv_P5
42785,udp,sv_P4
59190,tcp,sv_P1
30434,icmp,sv_P5
229,tcp,sv_P5
17955,udp,sv_P2
64595,tcp,sv_P3
39607,tcp,sv_P1
37710,tcp,sv_P4
1166,udp,sv_P2
1030,tcp,sv_P2
24073,udp,sv_P1
9540,udp,sv_P1
5481,tcp,sv_P1
55076,udp,sv_P5
7132,tcp,sv_P5
20622,udp,sv_P3
63396,tcp,sv_P2
59439,udp,sv_P4
28747,tcp,sv_P4
41797,icmp,sv_P1
66,udp,sv_P5
38320,icmp,sv_P2
38788,icmp,sv_P5
24793,tcp,sv_P1
36637,udp,sv_P3
25109,tcp,sv_P1
61965,udp,sv_P2
9235,icmp,sv_P4
63460,udp,sv_P4
39862,udp,sv_P3
38260,tcp,sv_P2
36183,udp,sv_P3
17715,udp,sv_P4
24061,tcp,sv_P5
10868,tcp,sv_P1
24848,tcp,sv_P2
32144,icmp,sv_P2
45728,tcp,sv_P5
6462,icmp,sv_P2
13298,tcp,sv_P5
17412,icmp,sv_P4
23092,tcp,sv_P4
41899,udp,sv_P5
31069,udp,sv_P2
52558,tcp,sv_P3
1396,udp,sv_P3
9955,tcp,sv_P1
55354,icmp,sv_P5
8936,udp,sv_P4
59448,icmp,sv_P5
37353,tcp,sv_P3
1018,udp,sv_P3
56384,tcp,sv_P2
8776,icmp,sv_P2
42968,icmp,sv_P4
8883,icmp,sv_P4
28769,udp,sv_P2
25395,udp,sv_P1
14453,tcp,sv_P4
19836,icmp,sv_P3
53808,icmp,sv_P2
21836,tcp,sv_P1
20763,udp,sv_P2
31919,tcp,sv_P3
38928,udp,sv_P1
24940,icmp,sv_P4
63914,tcp,sv_P1
64864,tcp,sv_P1
22178,tcp,sv_P2
41465,udp,sv_P3
7992,icmp,sv_P5
42072,icmp,sv_P5
49141,icmp,sv_P2
8466,icmp,sv_P3
56544,icmp,sv_P4
26161,udp,sv_P2
29953,icmp,sv_P2
34659,icmp,sv_P1
40549,icmp,sv_P3
7854,udp,sv_P4
30832,icmp,sv_P3
39963,tcp,sv_P4
25655,icmp,sv_P3
7845,udp,sv_P2
55059,icmp,sv_P3
18638,icmp,sv_P4
63526,udp,sv_P5
49855,tcp,sv_P4
28392,icmp,sv_P5
44991,tcp,sv_P5
30714,icmp,sv_P1
22584,tcp,sv_P4
39783,udp,sv_P4
59994,tcp,sv_P3
63362,udp,sv_P5
58371,icmp,sv_P5
20893,icmp,sv_P4
34288,udp,sv_P3
63890,udp,sv_P3
20880,tcp,sv_P2
42134,tcp,sv_P2
49123,udp,sv_P2
43263,udp,sv_P1
8163,tcp,sv_P2
14106,tcp,sv_P2
23454,tcp,sv_P4
46786,udp,sv_P5
12330,udp,sv_P4
20325,udp,sv_P1
52309,icmp,sv_P4
16455,tcp,sv_P5
14849,udp,sv_P5
63174,tcp,sv_P5
44192,tcp,sv_P4
25257,udp,sv_P1
25365,tcp,sv_P4
959,tcp,sv_P5
47521,tcp,sv_P5
38081,udp,sv_P3
40570,tcp,sv_P5
51502,tcp,sv_P2
51547,udp,sv_P1
43551,tcp,sv_P1
35079,tcp,sv_P1
2942,icmp,sv_P2
7934,udp,sv_P2
30998,udp,sv_P1
27889,icmp,sv_P3
63502,icmp,sv_P3
122,icmp,sv_P3
50202,udp,sv_P3
55414,udp,sv_P1
2220,udp,sv_P4
58070,udp,sv_P5
52674,tcp,sv_P2
46631,tcp,sv_P1
19232,udp,sv_P4
26807,udp,sv_P3
14448,tcp,sv_P4
48705,tcp,sv_P2
44746,tcp,sv_P3
46297,icmp,sv_P4
31527,icmp,sv_P4
48922,udp,sv_P3
18689,udp,sv_P5
53984,tcp,sv_P1
13865,udp,sv_P1
58422,udp,sv_P2
34359,udp,sv_P5
8127,tcp,sv_P2
3548,udp,sv_P1
37941,icmp,sv_P1
4745,icmp,sv_P3
25035,icmp,sv_P4
41896,udp,sv_P3
1844,tcp,sv_P4
34020,udp,sv_P3
44999,tcp,sv_P2
27291,icmp,sv_P5
40485,tcp,sv_P4
35023,tcp,sv_P4
5170,udp,sv_P1
39853,udp,sv_P2
34418,tcp,sv_P5
43288,udp,sv_P2
43912,udp,sv_P4
10566,icmp,sv_P3
4821,icmp,sv_P2
23496,udp,sv_P1
23132,icmp,sv_P2
16954,tcp,sv_P5
14900,udp,sv_P1
22638,icmp,sv_P1
43899,icmp,sv_P3
47594,tcp,sv_P1
23926,udp,sv_P4
5649,udp,sv_P5
44335,icmp,sv_P2
958,udp,sv_P4
53620,icmp,sv_P3
46438,icmp,sv_P4
16125,icmp,sv_P5
5255,tcp,sv_P5
36882,udp,sv_P3
4446,tcp,sv_P5
29839,icmp,sv_P5
44729,tcp,sv_P1
23666,tcp,sv_P2
42851,icmp,sv_P1
2720,tcp,sv_P5
10667,udp,sv_P1
14880,tcp,sv_P5
14376,tcp,sv_P5
42728,udp,sv_P1
30079,icmp,sv_P2
61922,udp,sv_P4
16693,tcp,sv_P3
29480,tcp,sv_P1
68,udp,sv_P1
25769,udp,sv_P4
61367,tcp,sv_P1
14341,udp,sv_P3
13441,tcp,sv_P3
14776,icmp,sv_P4
21415,udp,sv_P1
12214,udp,sv_P1
4081,udp,sv_P1
33154,udp,sv_P1
10556,icmp,sv_P5
30930,tcp,sv_P2
46177,tcp,sv_P2
22943,tcp,sv_P1
41907,udp,sv_P5
27781,tcp,sv_P3
20401,udp,sv_P2
34911,udp,sv_P1
36058,icmp,sv_P1
4985,udp,sv_P4
9937,udp,sv_P1
47444,icmp,sv_P3
32913,udp,sv_P1
4051,udp,sv_P4
23590,udp,sv_P5
39842,udp,sv_P2
53094,tcp,sv_P1
33029,tcp,sv_P5
57287,udp,sv_P1
13173,udp,sv_P1
10317,tcp,sv_P2
679,icmp,sv_P2
47675,udp,sv_P4
41130,tcp,sv_P1
50011,icmp,sv_P5
58731,udp,sv_P2
17013,tcp,sv_P1
38532,icmp,sv_P5
63457,udp,sv_P4
56120,tcp,sv_P5
41539,tcp,sv_P4
34031,tcp,sv_P4
559,tcp,sv_P4
26630,udp,sv_P4
47488,tcp,sv_P3
61871,tcp,sv_P5
46560,tcp,sv_P4
15815,tcp,sv_P5
7996,udp,sv_P3
7671,icmp,sv_P4
4363,tcp,sv_P4
17224,tcp,sv_P1
33832,udp,sv_P5
7784,tcp,sv_P1
53980,icmp,sv_P5
51099,tcp,sv_P1
30648,icmp,sv_P5
12808,icmp,sv_P5
20386,udp,sv_P5
52280,udp,sv_P1
39125,icmp,sv_P5
35313,udp,sv_P5
20319,udp,sv_P4
46412,tcp,sv_P3
26718,icmp,sv_P1
58890,udp,sv_P4
57874,udp,sv_P5
9025,tcp,sv_P5
31265,icmp,sv_P4
44448,tcp,sv_P1
